source,target,type,weight,a,b,c,signal
0,1,Undirected,-0.00160000,352,92,5,neg
0,2,Undirected,-0.00090000,279,81,89,neg
0,3,Undirected,0.00090000,258,100,91,pos
0,4,Undirected,0.00170000,232,123,94,pos
0,5,Undirected,-0.00010000,352,96,1,neg
0,6,Undirected,-0.00050000,352,97,0,neg
0,7,Undirected,-0.00150000,201,153,95,neg
0,8,Undirected,0.00130000,306,61,82,pos
0,9,Undirected,-0.00030000,186,166,97,neg
0,10,Undirected,-0.00140000,216,136,97,neg
0,11,Undirected,-0.00290000,338,74,37,neg
0,12,Undirected,-0.00170000,124,228,97,neg
0,13,Undirected,-0.00130000,204,150,95,neg
0,14,Undirected,-0.00080000,170,185,94,neg
0,15,Undirected,0.00040000,24,328,97,pos
0,16,Undirected,0.00140000,110,243,96,pos
0,17,Undirected,-0.00050000,187,169,93,neg
0,18,Undirected,0.00190000,278,81,90,pos
0,19,Undirected,-0.00070000,148,207,94,neg
0,20,Undirected,-0.00100000,207,148,94,neg
0,21,Undirected,-0.00060000,179,173,97,neg
0,22,Undirected,-0.00180000,203,150,96,neg
0,23,Undirected,0.00040000,233,121,95,pos
0,24,Undirected,-0.00050000,139,214,96,neg
0,25,Undirected,-0.00020000,189,163,97,neg
0,26,Undirected,0.00020000,160,194,95,pos
0,27,Undirected,-0.00040000,69,283,97,neg
0,28,Undirected,-0.00010000,247,108,94,neg
0,29,Undirected,0.00160000,76,276,97,pos
0,30,Undirected,0.00090000,189,166,94,pos
0,31,Undirected,0.00010000,170,182,97,pos
0,32,Undirected,-0.00010000,177,177,95,neg
0,33,Undirected,-0.00160000,171,181,97,neg
0,34,Undirected,-0.00090000,189,165,95,neg
0,35,Undirected,-0.00220000,157,196,96,neg
0,36,Undirected,-0.00210000,233,123,93,neg
0,37,Undirected,0.00160000,186,169,94,pos
0,38,Undirected,-0.00090000,252,104,93,neg
0,39,Undirected,-0.00140000,175,177,97,neg
0,40,Undirected,-0.00070000,217,137,95,neg
0,41,Undirected,0.00100000,179,175,95,pos
0,42,Undirected,-0.00090000,231,126,92,neg
0,43,Undirected,-0.00110000,208,146,95,neg
0,44,Undirected,0.00070000,195,160,94,pos
0,45,Undirected,-0.00060000,270,93,86,neg
0,46,Undirected,-0.00070000,220,134,95,neg
0,47,Undirected,0.00110000,195,160,94,pos
0,48,Undirected,-0.00040000,140,212,97,neg
0,49,Undirected,0.00040000,202,152,95,pos
0,50,Undirected,-0.00010000,189,163,97,neg
0,51,Undirected,-0.00090000,286,71,92,neg
0,52,Undirected,-0.00030000,180,173,96,neg
0,53,Undirected,-0.00170000,136,217,96,neg
0,54,Undirected,-0.00070000,200,152,97,neg
0,55,Undirected,0.00050000,202,152,95,pos
0,56,Undirected,0.00180000,187,170,92,pos
0,57,Undirected,-0.00150000,18,334,97,neg
0,58,Undirected,-0.00150000,149,203,97,neg
0,59,Undirected,0.00040000,66,286,97,pos
0,60,Undirected,0.00050000,211,144,94,pos
0,61,Undirected,0.00040000,261,96,92,pos
0,62,Undirected,-0.00010000,215,139,95,neg
0,63,Undirected,0.00030000,217,137,95,pos
0,64,Undirected,-0.00100000,23,330,96,neg
0,65,Undirected,-0.00080000,196,157,96,neg
0,66,Undirected,0.00010000,254,101,94,pos
