Taxon,Ecosystem,Habitat,Abundance,AbundanceAbsolute,AbundanceAbsolute_isKeystone,AbundanceAbsolute_scaled,AbundanceAbsolute_zScore,Abundance_isKeystone,Abundance_scaled,Abundance_zScore,BC,BC_isKeystone,BC_rank,BC_rank_isKeystone,BC_rank_scaled,BC_rank_zScore,BC_scaled,BC_zScore,D,D_isKeystone,D_rank,D_rank_isKeystone,D_rank_scaled,D_rank_zScore,D_scaled,D_zScore,Ddiv,Ddiv_isKeystone,Ddiv_rank,Ddiv_rank_isKeystone,Ddiv_rank_scaled,Ddiv_rank_zScore,Ddiv_scaled,Ddiv_zScore,DxCC,DxCC_isKeystone,DxCC_rank,DxCC_rank_isKeystone,DxCC_rank_scaled,DxCC_rank_zScore,DxCC_scaled,DxCC_zScore,DxCCdiv,DxCCdiv_isKeystone,DxCCdiv_rank,DxCCdiv_rank_isKeystone,DxCCdiv_rank_scaled,DxCCdiv_rank_zScore,DxCCdiv_scaled,DxCCdiv_zScore,EDpDM,EDpDM_isKeystone,EDpDM_rank,EDpDM_rank_isKeystone,EDpDM_rank_scaled,EDpDM_rank_zScore,EDpDM_scaled,EDpDM_zScore,LIASP,LIASP_isKeystone,LIASP_rank,LIASP_rank_isKeystone,LIASP_rank_scaled,LIASP_rank_zScore,LIASP_scaled,LIASP_zScore,LIASPdir,LIASPdir_isKeystone,LIASPdir_rank,LIASPdir_rank_isKeystone,LIASPdir_rank_scaled,LIASPdir_rank_zScore,LIASPdir_scaled,LIASPdir_zScore,LIASPindir,LIASPindir_isKeystone,LIASPindir_rank,LIASPindir_rank_isKeystone,LIASPindir_rank_scaled,LIASPindir_rank_zScore,LIASPindir_scaled,LIASPindir_zScore,Marker,Median,Median_isKeystone,Median_scaled,Median_zScore,Prevalence,Prevalence_isKeystone,Prevalence_scaled,Prevalence_zScore,Sem,Sem_isKeystone,Sem_scaled,Sem_zScore,Std,Std_isKeystone,Std_scaled,Std_zScore,effOriginal,effOriginal_isKeystone,effOriginal_rank,effOriginal_rank_isKeystone,effOriginal_rank_scaled,effOriginal_rank_zScore,effOriginal_scaled,effOriginal_zScore,effRemoved,effRemoved_isKeystone,effRemoved_rank,effRemoved_rank_isKeystone,effRemoved_rank_scaled,effRemoved_rank_zScore,effRemoved_scaled,effRemoved_zScore,iEDpDM,iEDpDM_isKeystone,iEDpDM_rank,iEDpDM_rank_isKeystone,iEDpDM_rank_scaled,iEDpDM_rank_zScore,iEDpDM_scaled,iEDpDM_zScore,pathIncrease,pathIncreaseDir,pathIncreaseDir_isKeystone,pathIncreaseDir_rank,pathIncreaseDir_rank_isKeystone,pathIncreaseDir_rank_scaled,pathIncreaseDir_rank_zScore,pathIncreaseDir_scaled,pathIncreaseDir_zScore,pathIncreaseIndir,pathIncreaseIndir_isKeystone,pathIncreaseIndir_rank,pathIncreaseIndir_rank_isKeystone,pathIncreaseIndir_rank_scaled,pathIncreaseIndir_rank_zScore,pathIncreaseIndir_scaled,pathIncreaseIndir_zScore,pathIncrease_isKeystone,pathIncrease_rank,pathIncrease_rank_isKeystone,pathIncrease_rank_scaled,pathIncrease_rank_zScore,pathIncrease_scaled,pathIncrease_zScore
Acidobacteriota,animal host-associated,rumen,0.1721993714525681,0.0017219937145256,0,0.004726377432261464,-0.11123528204343307,0,0.004726377432261675,-0.11123528204343157,0.0030700557991548555,0,56,0,0.3522012578616352,-0.5228936043967141,0.7580716483585568,-0.37719235351719715,76,0,50,0,0.31446540880503143,-0.6536170054958926,0.8636363636363636,-0.4689372347006753,0.4779874213836478,0,50,0,0.31446540880503143,-0.6536170054958926,0.8636363636363636,-0.46893723470067195,50.03333333333333,0,50,0,0.31446540880503143,-0.6536170054958926,0.8204545454545453,-0.4857202492619281,0.3146750524109015,0,50,0,0.31446540880503143,-0.6536170054958926,0.8204545454545454,-0.4857202492619275,0.009314545020300935,0,50,0,0.31446540880503143,-0.6536170054958926,0.9512195121951241,-0.4689372347006302,0.009314545020300935,0,50,0,0.31446540880503143,-0.6536170054958926,0.9512195121951241,-0.4689372347006302,0.009314545020300932,0,50,0,0.31446540880503143,-0.6536170054958926,0.9512195121951219,-0.4689372347006682,0.0,0,1,0,0.006289308176100629,-1.7211914478058505,0.0,,D,0.1498586560403204,0,0.003419609132165113,-0.11232280817768421,1.0,0,1.0,0.5340037816320068,0.0145730654712833,0,0.0030321067977919086,-0.11537696098523441,0.0437191964138499,0,0.0030321067977919086,-0.11537696098523446,0.7474723350051747,0,1,0,0.006289308176100629,-1.7211914478058505,1.0,,0.7381577899848738,0,111,0,0.6981132075471698,0.6754042390124224,0.9994071678792777,0.46893723470082516,0.0,0,1,0,0.006289308176100629,-1.7211914478058505,0.0,,0.012618636755823991,0.012618636755823986,0,50,0,0.31446540880503143,-0.6536170054958926,0.9506039689387403,-0.46916020079596366,0.0,0,1,0,0.006289308176100629,-1.7211914478058505,0.0,,0,50,0,0.31446540880503143,-0.6536170054958926,0.9506039689387425,-0.4691602007959087
Actinomycetota,animal host-associated,rumen,9.061476134070116,0.0906147613407009,1,0.2487114554587303,2.053715732761264,1,0.24871145545873036,2.053715732761264,0.003480359273830908,0,123,0,0.7735849056603774,0.9368510412107794,0.8593855826070951,0.6766436605414526,80,0,110,0,0.6918238993710691,0.6536170054958926,0.9090909090909091,0.3831887117839776,0.5031446540880503,0,110,0,0.6918238993710691,0.6536170054958926,0.9090909090909091,0.383188711783981,53.559322033898304,0,110,0,0.6918238993710691,0.6536170054958926,0.8782742681047765,0.3674977102659194,0.33685108197420316,0,110,0,0.6918238993710691,0.6536170054958926,0.8782742681047765,0.3674977102659182,0.00947376801210098,0,110,0,0.6918238993710691,0.6536170054958926,0.9674796747967532,0.38318871178417896,0.00947376801210098,0,110,0,0.6918238993710691,0.6536170054958926,0.9674796747967532,0.38318871178417896,0.009473768012100947,0,110,0,0.6918238993710691,0.6536170054958926,0.967479674796748,0.3831887117839847,0.0,0,102,0,0.6415094339622641,0.4793191373636546,0.0,,D,9.0583514435247,1,0.20670158225831017,1.9283070955428063,1.0,0,1.0,0.5340037816320068,0.6670401811447255,0,0.13878597276837487,1.1825990794817822,2.001120543434177,0,0.1387859727683749,1.1825990794817822,0.7474723350051747,0,102,0,0.6415094339622641,0.4793191373636546,1.0,,0.7379985669930738,0,64,0,0.4025157232704403,-0.3485957362644761,0.9991915925626514,-0.383188711783984,0.0,0,102,0,0.6415094339622641,0.4793191373636546,0.0,,0.012837108953613853,0.01283710895361381,0,110,0,0.6918238993710691,0.6536170054958926,0.967062207838907,0.38299353681136433,0.0,0,102,0,0.6415094339622641,0.4793191373636546,0.0,,0,110,0,0.6918238993710691,0.6536170054958926,0.9670622078389122,0.38299353681156667
Aquificota,animal host-associated,rumen,0.0153077976138437,0.0001530779761384,0,0.0004201550131651405,-0.14944565405309318,0,0.00042015501316524094,-0.14944565405309265,0.0031354171420591537,0,61,0,0.3836477987421384,-0.4139574368140653,0.7742109579333307,-0.2093162780484988,77,0,62,0,0.389937106918239,-0.3921702032975356,0.875,-0.25590574807951205,0.48427672955974843,0,62,0,0.389937106918239,-0.3921702032975356,0.875,-0.25590574807950867,50.90376569037657,0,62,0,0.389937106918239,-0.3921702032975356,0.8347280334728032,-0.27509322159605804,0.320149469750796,0,62,0,0.389937106918239,-0.3921702032975356,0.8347280334728032,-0.2750932215960593,0.009354350768250974,0,62,0,0.389937106918239,-0.3921702032975356,0.9552845528455343,-0.25590574807927935,0.009354350768250974,0,62,0,0.389937106918239,-0.3921702032975356,0.9552845528455343,-0.25590574807927935,0.009354350768250936,0,62,0,0.389937106918239,-0.3921702032975356,0.9552845528455285,-0.25590574807950267,0.0,0,103,0,0.6477987421383647,0.5011063708801844,0.0,,D,0.01531808810141,0,0.0003495418639334236,-0.14314143403832283,1.0,0,1.0,0.5340037816320068,0.0017030949354596,0,0.0003543499987197469,-0.14097965113732536,0.0051092848063788,0,0.0003543499987197469,-0.1409796511373254,0.7474723350051747,0,103,0,0.6477987421383647,0.5011063708801844,1.0,,0.7381179842369238,0,105,0,0.660377358490566,0.5446808379132438,0.9993532740501211,0.2559057480794743,0.0,0,103,0,0.6477987421383647,0.5011063708801844,0.0,,0.012673245968829261,0.01267324596882921,0,62,0,0.389937106918239,-0.3921702032975356,0.9547178629851337,-0.2561562330555728,0.0,0,103,0,0.6477987421383647,0.5011063708801844,0.0,,0,62,0,0.389937106918239,-0.3921702032975356,0.9547178629851396,-0.2561562330553355
Armatimonadota,animal host-associated,rumen,0.03451848266405,0.0003451848266405,0,0.0009474330601968586,-0.14476696160091904,0,0.0009474330601968561,-0.14476696160091945,0.003919076013389834,0,152,0,0.9559748427672956,1.5686808131901424,0.9677154448889079,1.8034571745693644,86,0,150,0,0.9433962264150944,1.5251063461570828,0.9772727272727273,1.661377631510957,0.5408805031446541,0,150,0,0.9433962264150944,1.5251063461570828,0.9772727272727273,1.6613776315109605,59.07826086956522,0,150,0,0.9433962264150944,1.5251063461570828,0.9687747035573122,1.7029692990921157,0.3715613891167624,0,150,0,0.9433962264150944,1.5251063461570828,0.9687747035573123,1.7029692990921155,0.009712602499800993,0,150,0,0.9433962264150944,1.5251063461570828,0.9918699186991912,1.6613776315110957,0.009712602499800993,0,150,0,0.9433962264150944,1.5251063461570828,0.9918699186991912,1.6613776315110957,0.00971260249980097,0,150,0,0.9433962264150944,1.5251063461570828,0.991869918699187,1.6613776315109596,0.0,0,104,0,0.6540880503144654,0.5228936043967141,0.0,,D,0.03337158856901,0,0.0007615028189945825,-0.13900599678761597,1.0,0,1.0,0.5340037816320068,0.003761911401233,0,0.0007827122683862483,-0.13688397431300808,0.0112857342036992,0,0.0007827122683862622,-0.136883974313008,0.7474723350051747,0,104,0,0.6540880503144654,0.5228936043967141,1.0,,0.7377597325053737,0,7,0,0.0440251572327044,-1.590468046706672,0.9988682295877122,-1.6613776315109008,0.0,0,104,0,0.6540880503144654,0.5228936043967141,0.0,,0.013164994064961723,0.013164994064961692,0,150,0,0.9433962264150944,1.5251063461570828,0.9917628862271141,1.6619138111873824,0.0,0,104,0,0.6540880503144654,0.5228936043967141,0.0,,0,150,0,0.9433962264150944,1.5251063461570828,0.9917628862271184,1.6619138111875351
Atribacterota,animal host-associated,rumen,0.0062111505098534,6.211150509853457e-05,0,0.00017047821574794862,-0.15166110936008903,0,0.0001704782157479466,-0.15166110936008942,0.0028017405653542934,0,26,0,0.16352201257861634,-1.1765106098926068,0.6918180735463668,-1.0663414198828844,74,0,33,0,0.20754716981132076,-1.0239999752768985,0.8409090909090909,-0.8950002079430017,0.46540880503144655,0,33,0,0.20754716981132076,-1.0239999752768985,0.8409090909090909,-0.8950002079429984,48.31404958677686,0,33,0,0.20754716981132076,-1.0239999752768985,0.7922614575507136,-0.9017521468829437,0.30386194708664693,0,33,0,0.20754716981132076,-1.0239999752768985,0.7922614575507138,-0.901752146882944,0.009234933524400968,0,33,0,0.20754716981132076,-1.0239999752768985,0.9430894308943153,-0.8950002079427377,0.009234933524400968,0,33,0,0.20754716981132076,-1.0239999752768985,0.9430894308943153,-0.8950002079427377,0.009234933524400923,0,33,0,0.20754716981132076,-1.0239999752768985,0.9430894308943089,-0.8950002079429994,0.0,0,105,0,0.660377358490566,0.5446808379132438,0.0,,D,0.006194635445704,0,0.0001413547438652034,-0.1452313038691171,1.0,0,1.0,0.5340037816320068,0.0005956611535789,0,0.000123934681862656,-0.14318270854934725,0.0017869834607368,0,0.00012393468186266293,-0.14318270854934723,0.7474723350051747,0,105,0,0.660377358490566,0.5446808379132438,1.0,,0.7382374014807738,0,130,0,0.8176100628930818,1.0893616758264877,0.9995149555375908,0.8950002079429327,0.0,0,105,0,0.660377358490566,0.5446808379132438,0.0,,0.012509435996980543,0.01250943599698048,0,33,0,0.20754716981132076,-1.0239999752768985,0.9423775117725295,-0.8950992252551407,0.0,0,105,0,0.660377358490566,0.5446808379132438,0.0,,0,33,0,0.20754716981132076,-1.0239999752768985,0.942377511772536,-0.8950992252548619
Bacillota,animal host-associated,rumen,36.43369026712853,0.3643369026712844,1,1.0,8.720118900004605,1,1.0,8.720118900004607,0.003797923458351156,0,146,0,0.9182389937106918,1.4379574120909637,0.9377999244197671,1.492285240683635,85,0,147,0,0.9245283018867925,1.4597446456074936,0.9659090909090909,1.4483461448897936,0.5345911949685535,0,147,0,0.9245283018867925,1.4597446456074936,0.9659090909090909,1.4483461448897972,58.138528138528144,0,147,0,0.9245283018867925,1.4597446456074936,0.9533648170011806,1.4755729823800081,0.36565112036810155,0,147,0,0.9245283018867925,1.4597446456074936,0.9533648170011807,1.475572982380008,0.009672796751850954,0,147,0,0.9245283018867925,1.4597446456074936,0.987804878048781,1.4483461448897448,0.009672796751850954,0,147,0,0.9245283018867925,1.4597446456074936,0.987804878048781,1.4483461448897448,0.009672796751850968,0,147,0,0.9245283018867925,1.4597446456074936,0.9878048780487806,1.4483461448898032,0.0,0,106,0,0.6666666666666666,0.5664680714297736,0.0,,D,43.8233289970886,1,1.0,9.89177010666426,1.0,0,1.0,0.5340037816320068,4.806250717123797,1,1.0,9.41687782409585,14.418752151371391,1,1.0,9.416877824095847,0.7474723350051747,0,106,0,0.6666666666666666,0.5664680714297736,1.0,,0.7377995382533238,0,17,0,0.1069182389937107,-1.3725957115413745,0.9989221234168687,-1.4483461448895498,0.0,0,106,0,0.6666666666666666,0.5664680714297736,0.0,,0.013110331804693804,0.013110331804693823,0,147,0,0.9245283018867925,1.4597446456074936,0.9876449959536013,1.4487029318875797,0.0,0,106,0,0.6666666666666666,0.5664680714297736,0.0,,0,147,0,0.9245283018867925,1.4597446456074936,0.9876449959536019,1.4487029318875368
Bacteroidota,animal host-associated,rumen,34.49576938437623,0.3449576938437614,1,0.9468096460022677,8.248145319502607,1,0.9468096460022677,8.248145319502608,0.0033450577116352124,0,101,0,0.6352201257861635,0.45753190384712483,0.8259763272093871,0.3291309832169519,80,0,100,0,0.6289308176100629,0.4357446703305951,0.9090909090909091,0.3831887117839776,0.5031446540880503,0,100,0,0.6289308176100629,0.4357446703305951,0.9090909090909091,0.383188711783981,53.559322033898304,0,100,0,0.6289308176100629,0.4357446703305951,0.8782742681047765,0.3674977102659194,0.33685108197420316,0,100,0,0.6289308176100629,0.4357446703305951,0.8782742681047765,0.3674977102659182,0.00947376801210098,0,100,0,0.6289308176100629,0.4357446703305951,0.9674796747967532,0.38318871178417896,0.00947376801210098,0,100,0,0.6289308176100629,0.4357446703305951,0.9674796747967532,0.38318871178417896,0.009473768012100947,0,100,0,0.6289308176100629,0.4357446703305951,0.967479674796748,0.3831887117839847,0.0,0,107,0,0.6729559748427673,0.5882553049463034,0.0,,D,31.293850817135606,1,0.714091136691478,7.021696743867557,1.0,0,1.0,0.5340037816320068,4.062303168709382,1,0.8452124967672066,7.9369165049580745,12.186909506128146,1,0.8452124967672067,7.936916504958073,0.7474723350051747,0,107,0,0.6729559748427673,0.5882553049463034,1.0,,0.7379985669930738,0,65,0,0.4088050314465409,-0.3268085027479463,0.9991915925626514,-0.383188711783984,0.0,0,107,0,0.6729559748427673,0.5882553049463034,0.0,,0.012837108953613853,0.01283710895361381,0,100,0,0.6289308176100629,0.4357446703305951,0.967062207838907,0.38299353681136433,0.0,0,107,0,0.6729559748427673,0.5882553049463034,0.0,,0,100,0,0.6289308176100629,0.4357446703305951,0.9670622078389122,0.38299353681156667
Balneolota,animal host-associated,rumen,0.0055694406923695,5.569440692369535e-05,0,0.00015286512707153496,-0.15181739545148562,0,0.0001528651270715336,-0.15181739545148598,0.0035189855200551644,0,129,0,0.8113207547169812,1.067574442309958,0.8689233448045073,0.7758524946639435,81,0,120,0,0.7547169811320755,0.8714893406611902,0.9204545454545454,0.5962201984051408,0.5094339622641509,0,120,0,0.7547169811320755,0.8714893406611902,0.9204545454545455,0.5962201984051443,54.4595744680851,0,120,0,0.7547169811320755,0.8714893406611902,0.8930367504835588,0.585340593549624,0.3425130469690887,0,120,0,0.7547169811320755,0.8714893406611902,0.8930367504835589,0.5853405935496233,0.009513573760050908,0,120,0,0.7547169811320755,0.8714893406611902,0.9715447154471519,0.5962201984049357,0.009513573760050908,0,120,0,0.7547169811320755,0.8714893406611902,0.9715447154471519,0.5962201984049357,0.009513573760050952,0,120,0,0.7547169811320755,0.8714893406611902,0.9715447154471545,0.5962201984051503,0.0,0,108,0,0.6792452830188679,0.6100425384628332,0.0,,D,0.006194635445704,0,0.0001413547438652034,-0.1452313038691171,1.0,0,1.0,0.5340037816320068,0.0005520806238735,0,0.00011486721279573226,-0.143269404847183,0.0016562418716207,0,0.00011486721279574614,-0.14326940484718292,0.7474723350051747,0,108,0,0.6792452830188679,0.6100425384628332,1.0,,0.7379587612451238,0,40,0,0.25157232704402516,-0.8714893406611902,0.999137698733495,-0.5962201984047407,0.0,0,108,0,0.6792452830188679,0.6100425384628332,0.0,,0.012891741733642532,0.012891741733642591,0,120,0,0.7547169811320755,0.8714893406611902,0.9711778772677419,0.5960894280432232,0.0,0,108,0,0.6792452830188679,0.6100425384628332,0.0,,0,120,0,0.7547169811320755,0.8714893406611902,0.9711778772677393,0.5960894280430259
Bdellovibrionota,animal host-associated,rumen,0.0493883667544867,0.0004938836675448,0,0.0013555686067584446,-0.14114545542991247,0,0.0013555686067586248,-0.14114545542991128,0.003369189417894724,0,104,0,0.6540880503144654,0.5228936043967141,0.8319350340012599,0.39111159685186264,80,0,111,0,0.6981132075471698,0.6754042390124224,0.9090909090909091,0.3831887117839776,0.5031446540880503,0,111,0,0.6981132075471698,0.6754042390124224,0.9090909090909091,0.383188711783981,53.559322033898304,0,111,0,0.6981132075471698,0.6754042390124224,0.8782742681047765,0.3674977102659194,0.33685108197420316,0,111,0,0.6981132075471698,0.6754042390124224,0.8782742681047765,0.3674977102659182,0.00947376801210098,0,111,0,0.6981132075471698,0.6754042390124224,0.9674796747967532,0.38318871178417896,0.00947376801210098,0,111,0,0.6981132075471698,0.6754042390124224,0.9674796747967532,0.38318871178417896,0.009473768012100947,0,111,0,0.6981132075471698,0.6754042390124224,0.967479674796748,0.3831887117839847,0.0,0,110,0,0.6918238993710691,0.6536170054958926,0.0,,D,0.0456387725213701,0,0.001041426417523007,-0.13619600602882062,1.0,0,1.0,0.5340037816320068,0.0028842855528948,0,0.000600111338890128,-0.138629866628917,0.0086528566586845,0,0.000600111338890135,-0.138629866628917,0.7474723350051747,0,110,0,0.6918238993710691,0.6536170054958926,1.0,,0.7379985669930738,0,62,0,0.389937106918239,-0.3921702032975356,0.9991915925626514,-0.383188711783984,0.0,0,110,0,0.6918238993710691,0.6536170054958926,0.0,,0.012837108953613853,0.01283710895361381,0,111,0,0.6981132075471698,0.6754042390124224,0.967062207838907,0.38299353681136433,0.0,0,110,0,0.6918238993710691,0.6536170054958926,0.0,,0,111,0,0.6981132075471698,0.6754042390124224,0.9670622078389122,0.38299353681156667
Caldisericota,animal host-associated,rumen,0.0018853209574381,1.885320957438101e-05,0,5.1746637346233734e-05,-0.1527146494094615,0,5.174663734623357e-05,-0.1527146494094619,0.0037792676166229274,0,144,0,0.9056603773584906,1.3943829450579044,0.9331933421243158,1.4443690052646985,85,0,143,0,0.89937106918239,1.3725957115413745,0.9659090909090909,1.4483461448897936,0.5345911949685535,0,143,0,0.89937106918239,1.3725957115413745,0.9659090909090909,1.4483461448897972,58.138528138528144,0,143,0,0.89937106918239,1.3725957115413745,0.9533648170011806,1.4755729823800081,0.36565112036810155,0,143,0,0.89937106918239,1.3725957115413745,0.9533648170011807,1.475572982380008,0.009672796751850954,0,143,0,0.89937106918239,1.3725957115413745,0.987804878048781,1.4483461448897448,0.009672796751850954,0,143,0,0.89937106918239,1.3725957115413745,0.987804878048781,1.4483461448897448,0.009672796751850968,0,143,0,0.89937106918239,1.3725957115413745,0.9878048780487806,1.4483461448898032,0.0,0,118,0,0.7421383647798742,0.8279148736281307,0.0,,D,0.00162788236922,0,3.714647897534549e-05,-0.14627739024007685,1.0,0,1.0,0.5340037816320068,0.0002854711704596,0,5.939581334001536e-05,-0.14379978051574996,0.0008564135113789,0,5.9395813340022295e-05,-0.14379978051574993,0.7474723350051747,0,118,0,0.7421383647798742,0.8279148736281307,1.0,,0.7377995382533238,0,14,0,0.0880503144654088,-1.4379574120909637,0.9989221234168687,-1.4483461448895498,0.0,0,118,0,0.7421383647798742,0.8279148736281307,0.0,,0.013110331804693804,0.013110331804693823,0,143,0,0.89937106918239,1.3725957115413745,0.9876449959536013,1.4487029318875797,0.0,0,118,0,0.7421383647798742,0.8279148736281307,0.0,,0,143,0,0.89937106918239,1.3725957115413745,0.9876449959536019,1.4487029318875368
