#OTU ID	mgm4548727	mgm4548728	mgm4548729	mgm4548730	mgm4548811	mgm4549010	mgm4549011	mgm4549012	mgm4549013	mgm4549014	mgm4549015	mgm4549016	mgm4549017	mgm4549018	mgm4549019	mgm4549020	mgm4549021	mgm4549506	mgm4549855	mgm4552786	mgm4552904	mgm4552905	mgm4552977	mgm4552978	mgm4552979	mgm4552980	mgm4552981	mgm4552982	mgm4552983	mgm4440026	mgm4440051	mgm4440441	mgm4503256	mgm4503257	mgm4503259	mgm4503260	mgm4503261	mgm4503262	mgm4503266	mgm4503268	mgm4503270	mgm4503272	mgm4503273	mgm4503275	mgm4503276	mgm4503278	mgm4503279	mgm4503280	mgm4503281	mgm4503282	mgm4503283	mgm4503284	mgm4503285	mgm4503286	mgm4503287	mgm4503288	mgm4503289	mgm4503290	mgm4503291	mgm4503292	mgm4503293
Pseudomonadota	0.261928656144512	0.251154290111581	0.42268041237113396	0.3826571201272871	0.357851985559567	0.301231303198083	0.0651807556401196	0.49411310060543606	0.281286156079495	0.33691529709228807	0.901861056525257	0.23621325249349698	0.27566529785078103	0.14145569620253198	0.552608943568729	0.272389502618075	0.285965480542316	0.22615228769204798	0.0917647058823529	0.5363305366471429	0.0647258338044093	0.11734280550881801	0.879375696767001	0.23011160292492397	0.8844827586206899	0.8785625774473359	0.661781194938331	0.643857108375573	0.22605982354207002	0.068639798488665	0.17171472417413802	0.0658421244088759	0.0631498470948012	0.950808052168982	0.0104741928632116	0.6717586404430022	0.47311297483966497	0.993342528247838	0.585128855090832	0.865654205607477	0.24608525445846	0.910551558752998	0.9011613651055479	0.6412823810398679	0.504432542852279	0.181718407024145	0.428343558282209	0.40501392757660204	0.9933359466875741	0.565748124078073	0.38586956521739096	0.400719447775221	0.960907752449612	0.8971184151283209	0.9827578848533991	0.901444350042481	0.788898335965019	0.185943484748266	0.38085441123078795	0.24107840141251602	0.9098849779468999
Actinomycetota	0.0738983669373232	0.142747210465564	0.0824742268041237	0.0803500397772474	0.0985559566787004	0.18515825138418301	0.26219081272084804	0.11655287904160799	0.282430743175128	0.19595448798988602	0.0033522136169229	0.270364340650087	0.20340248520078896	0.157278481012658	0.10368122469097599	0.12762721961517998	0.14319096756281502	0.450447408407901	0.8517647058823531	0.0590470159886022	0.146033540606746	0.164392098211504	0.00602006688963211	0.10219483843629901	0.04468390804597701	0.0260223048327138	0.0782876822040686	0.13782283369539003	0.197977189584678	0.00881612090680101	0.00642112914950327	0.00545652964714442	0.435830784913354	0.0345903033739722	0.592037489379779	0.0343708229902616	0.311626377240585	0.00562304387035171	0.00105618926911703	0.0957943925233645	0.3835363201391911	0.0215609330717244	0.0378502485455072	0.20062465552085199	0.15776447942174	0.503188042228494	0.539631901840491	0.5158774373259051	0.00443265084582215	0.147059452294931	0.0	0.37369154486826295	0.00025384576331421	0.00938015908749812	0.0005548205368955599	0.0428730148356317	0.00048584962953965	0.14811026165607802	0.00459881399007624	0.52938779667923	0.00112427570699645
Chloroflexota	0.0	0.0	0.0	0.0	0.0	2.47913395587142e-05	5.4362598532209796e-05	7.728970758727299e-05	2.48148963822983e-05	0.0	0.0	5.6138775051928395e-05	5.3330489040584496e-05	0.0	9.66454368856974e-06	2.61284894597674e-05	2.3136365739669602e-05	0.0	0.0	0.00015830299192654	9.42151874882231e-05	0.00024926777590826	0.0	2.2904653653005898e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036376864314296	5.09683995922528e-05	0.00014176353841791002	0.0	0.0	2.3492376723753102e-05	0.0	0.0	0.0	3.62476439031463e-05	0.0	0.0	0.0	0.0	2.61314936761785e-05	0.00049079754601227	0.0	0.00087446853420981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53824855020074e-05	0.00024204284158296002	0.0	0.0
Bacillota	0.45543289845817	0.519141977683724	0.46048109965635703	0.428003182179793	0.446660649819495	0.373060077679531	0.5385159010600711	0.28115419296663696	0.431264287952058	0.35335018963337506	0.0931684198358571	0.33565373603548	0.39683216895098905	0.532911392405063	0.324158459858318	0.465050532498615	0.382420989310999	0.301283133547189	0.0541176470588235	0.321988285578597	0.5805539853024311	0.462765625973702	0.11415830546265303	0.425665809650876	0.0660919540229885	0.057001239157373	0.16061989428159498	0.207820419985518	0.4398536690337849	0.44773299748110795	0.285316210322268	0.447799199708985	0.45203873598369004	0.0017011624610150302	0.39695730671197993	0.235631086499905	0.21500223177578898	0.00010609516736511999	0.0154203633291086	0.00525700934579439	0.138973466724663	0.0541094397209505	0.0529858897483337	0.15740400514422198	0.33750180051593	0.31441413191178	0.0256441717791411	0.079108635097493	0.0002713867864789	0.18464202492678	0.3967391304347829	0.22215380626762196	0.01929227801188	0.0935014257841813	0.009474627630062741	0.0555192471080322	0.0821085873922021	0.49620821732375503	0.171245310419944	0.228922617228617	0.0875781948168007
Cyanobacteriota	0.00054739531064683	0.00057714505579068	0.0	0.0	0.00081227436823104	0.00011569291794066001	0.00013590649633052	5.15264717248486e-05	8.685213733804399e-05	0.00063211125158027	0.0	3.7425850034618894e-05	0.00021332195616233002	0.0006329113924050599	0.00015463269901711002	0.00029263908194939	0.00037018185183471	0.00016883336147221998	0.0	0.00015830299192654	0.00023553796872055	0.0003739016638624	0.0	0.00018323722922404	0.0	0.0	8.00897004645203e-05	0.0	0.00021519259737465	0.00062972292191435	8.0768920119538e-05	0.00036376864314296	0.0001019367991845	0.0	0.00017257858963466	0.0017185411495130802	0.0	0.0	0.0	0.0	0.0	2.1800741225201698e-05	0.00035665723011077996	0.0	0.0	2.61314936761785e-05	0.0	0.0	0.0	8.55121106526712e-05	0.0	3.24075574423956e-05	0.00010153830532568001	0.0	0.0002133925141906	0.0	0.00121462407384914	0.00010767739851405	0.0008471499455403599	3.3954704424298e-05	0.00020179307561474
Candidatus Melainabacteria	9.12325517744731e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.22569789195347e-06	2.3136365739669602e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.72616341325149e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.691242751003709e-06	0.0	0.0	0.0
Candidatus Margulisbacteria	9.12325517744731e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3330489040584496e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcota	0.00018246510354894	0.0	0.0	0.0	0.0	8.26377985290472e-06	2.7181299266104898e-05	0.0	4.3426068669021994e-05	0.0	0.0	3.7425850034618894e-05	0.0	0.0	9.66454368856974e-06	4.70312810275812e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00831438927604e-05	0.0	0.00123915737298637	0.0	0.0	0.0	0.0	0.0	0.0	5.09683995922528e-05	0.0	1.32752761257434e-05	0.0	0.0	0.0	0.0	0.0	3.62476439031463e-05	0.0	0.00207307015001895	0.0	0.0	2.61314936761785e-05	0.0003680981595092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53824855020074e-05	0.0	0.00013581881769719	0.0
Armatimonadota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.10186204778729e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.22569789195347e-06	2.3136365739669602e-05	0.0	0.0	0.0	4.71075937441115e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmatota	0.00027369765532341	0.00076952674105425	0.0034364261168384896	0.00079554494828957	0.00027075812274368	0.0001818031567639	0.0	2.57632358624243e-05	3.41204825256602e-05	0.00063211125158027	0.0	0.0	0.0003199829342435	0.0	7.731634950855791e-05	0.00018812512411032	0.00011568182869833999	0.00016883336147221998	0.0	0.00015830299192654	0.00023553796872055	0.00012463388795413	0.0	0.0002233203731168	0.0	0.0	4.0044850232260103e-05	0.0	0.00053798149343662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002112378538234	0.0	9.06191097578657e-05	0.0	0.0	0.0	0.0	5.22629873523571e-05	0.0	0.0	0.0	0.00014964619364217	0.0	6.48151148847911e-05	0.00010153830532568001	0.0	0.0	0.0	0.00012146240738491001	9.229491301204449e-05	0.0020573641534551604	0.0	2.8827582230678302e-05
Thermomicrobiota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.691242751003709e-06	0.0	0.0	0.0
Candidatus Kaiserbacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57632358624243e-05	6.20372409557457e-06	0.0	0.0	1.87129250173095e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015830299192654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3073728253011102e-05	0.00024204284158296002	0.0	0.0
Candidatus Nomurabacteria	0.0	0.0	0.0	0.0	0.0	0.0	2.7181299266104898e-05	0.0	1.2407448191149099e-05	0.0	0.0	0.0	0.0	0.0	9.66454368856974e-06	1.56770936758604e-05	0.0	0.0	0.0	0.0	0.0	6.231694397706739e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00010759629868732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13780276631678e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
